,marker,resolution,playback_mode,buffer,rsrp,thput
0,242,5,1,4.078817,-107.0,130174.0
1,243,4,1,11.708208,-115.0,150304.0
2,244,4,1,10.691549,-115.0,120780.0
3,245,4,1,15.696339000000002,-111.0,162382.0
4,246,4,1,25.981795,-109.5,142252.0
5,247,4,1,24.967748999999998,-112.0,148962.0
6,248,4,1,23.958231,-112.0,212036.0
7,249,4,1,22.946195000000003,-112.0,198616.0
8,250,4,1,21.931827,-112.0,290356.0
9,251,4,1,20.921289,-112.0,210694.0
10,252,4,1,19.911645999999998,-112.0,119525.0
11,253,4,1,29.606507,-112.0,80520.0
12,254,4,1,28.59266,-112.0,202790.0
13,255,4,1,27.583262,-112.0,230824.0
14,256,4,1,26.573085,-112.0,483120.0
15,257,4,1,34.848557,-112.0,163724.0
16,258,4,1,33.839124,-112.0,244244.0
17,259,4,1,62.829130000000006,-112.0,225456.0
18,260,4,1,61.81534300000001,-109.0,116754.0
19,261,4,1,60.804152,-106.0,193248.0
20,262,4,1,59.794425,-106.0,111386.0
21,263,4,1,58.784728,-106.0,122122.0
22,264,4,1,57.77171700000001,-106.0,191078.0
23,265,4,1,56.760144,-106.0,96624.0
24,266,4,1,55.749083999999996,-106.0,132030.0
25,267,4,1,54.736836,-106.0,107360.0
26,268,4,1,53.72187600000001,-106.0,132858.0
27,269,4,1,52.71057400000001,-108.5,104676.0
28,270,4,1,51.701925,-111.0,101992.0
29,271,4,1,50.688748,-111.0,92598.0
30,272,4,1,49.67986400000001,-111.0,166408.0
31,273,4,1,48.66834300000001,-111.0,143594.0
32,274,4,1,70.42771400000002,-111.0,174460.0
33,275,4,1,69.41758200000001,-111.0,6740.0
34,276,4,1,68.404351,-111.0,92598.0
35,277,4,1,67.39140700000002,-111.0,154330.0
36,278,4,1,66.381687,-111.0,132858.0
37,279,4,1,65.37140500000001,-111.0,169092.0
38,280,4,1,64.359368,-111.0,140910.0
39,281,4,1,63.352605,-111.0,128832.0
40,282,4,1,62.341544000000006,-111.0,79178.0
41,283,4,1,61.33396200000001,-111.0,91256.0
42,284,4,1,60.322995999999996,-111.0,151646.0
43,285,4,1,59.311797999999996,-111.0,108702.0
44,286,4,1,58.3036,-111.0,132858.0
45,287,4,1,64.52684400000001,-111.0,52338.0
46,288,4,1,93.517209,-111.0,123464.0
47,289,4,1,92.504582,-111.0,112728.0
48,290,4,1,91.493877,-111.0,87230.0
49,291,4,1,90.484749,-111.0,119438.0
50,292,4,1,89.472616,-111.0,68442.0
51,293,4,1,88.46079700000001,-111.0,44286.0
52,294,4,1,87.449988,-111.0,37576.0
53,295,4,1,86.43999000000002,-111.0,25498.0
54,296,4,1,85.42907100000002,-111.0,73810.0
55,297,4,1,84.417201,-111.0,89914.0
56,298,4,1,83.40525600000002,-111.0,46970.0
57,299,4,1,82.39544599999998,-111.0,52338.0
58,300,4,1,81.386414,-111.0,68442.0
59,301,4,1,80.374394,-111.0,73810.0
60,302,4,1,79.36705699999997,-111.0,76494.0
61,303,4,1,108.35483799999999,-111.0,88572.0
62,304,4,1,107.345824,-111.0,57706.0
63,305,4,1,106.33481299999998,-111.0,42944.0
64,306,4,1,105.32294399999999,-111.0,0.0
65,307,4,1,104.317226,-111.0,61732.0
66,308,4,1,103.306191,-111.0,55022.0
67,309,4,1,102.298139,-111.0,33550.0
68,310,4,1,101.289017,-111.0,53680.0
69,311,4,1,100.277433,-111.0,61732.0
70,312,4,1,99.267438,-111.0,56364.0
71,313,4,1,98.256771,-111.0,40260.0
72,314,4,1,97.24479,-111.0,69784.0
73,315,4,1,96.23470999999999,-111.0,46970.0
74,316,4,1,95.223103,-111.0,91256.0
75,317,4,1,94.21186,-111.0,75152.0
76,318,4,1,94.70396999999998,-111.0,76494.0
77,319,4,1,93.690858,-111.0,53680.0
78,320,4,1,92.681256,-111.0,41602.0
79,321,4,1,91.67061700000001,-106.0,111386.0
80,322,4,1,119.158027,-101.0,91256.0
81,323,4,1,118.148702,-104.5,143594.0
82,324,4,1,117.13716799999999,-110.0,104676.0
83,325,4,1,116.126393,-112.0,85888.0
84,326,4,1,115.115921,-112.0,46970.0
85,327,4,1,114.10529199999999,-112.0,25498.0
86,328,4,1,113.09466499999999,-112.0,87230.0
87,329,4,1,112.082691,-112.0,148962.0
88,330,4,1,111.069928,-112.0,157014.0
89,331,4,1,110.064375,-112.0,108702.0
90,332,4,1,109.057418,-112.0,173118.0
91,333,4,1,120.593263,-112.0,171776.0
92,334,4,1,119.578494,-109.5,165066.0
93,335,4,1,123.738879,-107.0,99308.0
94,336,4,1,122.726653,-104.5,79178.0
95,337,4,1,121.7157,-105.5,71126.0
96,338,4,1,120.703004,-109.0,120780.0
97,339,4,1,119.69393800000002,-109.0,120466.0
98,340,4,1,120.970919,-109.0,93940.0
99,341,4,1,119.958619,-109.0,122122.0
100,342,4,1,118.948878,-109.0,116764.0
101,343,4,1,119.824261,-109.0,108702.0
102,344,4,1,118.814979,-109.0,119438.0
103,345,4,1,117.80503799999998,-109.0,114070.0
104,346,4,1,116.791301,-109.0,96624.0
105,347,4,1,115.78136,-109.0,44286.0
106,348,4,1,114.772696,-109.0,242468.0
107,349,4,1,113.765752,-106.5,146278.0
108,350,4,1,112.758806,-104.0,122122.0
109,351,4,1,111.74958799999999,-104.0,110044.0
110,352,4,1,110.738085,-104.0,116754.0
111,353,4,1,109.72771599999999,-104.0,99308.0
112,354,4,1,108.71758,-108.0,99308.0
113,355,4,1,107.70688999999999,-110.0,143594.0
114,356,4,1,106.696186,-108.0,126148.0
115,2,6,1,17.803794,-90.0,194590.0
116,3,6,1,16.794847,-90.0,131516.0
117,4,6,1,24.68652,-92.0,107360.0
118,5,6,1,23.681145,-92.0,138226.0
119,6,6,1,22.672759,-90.0,106018.0
120,7,6,1,21.667292,-90.0,126148.0
121,8,4,1,20.657653,-91.0,53680.0
122,9,4,1,22.03927,-94.5,63074.0
