,marker,resolution,playback_mode,buffer,rsrp,thput
0,239,6,1,7.612519,-122.5,330132.0
1,240,6,1,15.538679000000002,-105.0,292556.0
2,241,6,1,14.524125000000002,-105.0,220088.0
3,242,6,1,13.514063,-105.0,222772.0
4,243,6,1,14.732147,-105.0,241560.0
5,244,6,1,24.495911,-105.0,254980.0
6,245,6,1,23.480428000000003,-105.0,236192.0
7,246,6,1,22.470086,-105.0,128832.0
8,247,6,1,21.457426,-105.0,120780.0
9,248,6,1,20.44382,-105.0,241560.0
10,249,6,1,30.137666999999997,-105.0,126148.0
11,250,6,1,29.128957,-105.0,233508.0
12,251,6,1,28.119046,-105.0,126148.0
13,252,6,1,27.112159000000002,-105.0,365024.0
14,253,6,1,26.0988,-105.0,236192.0
15,254,6,1,25.08829200000001,-105.0,346236.0
16,255,6,1,33.374722,-105.0,244244.0
17,256,6,1,32.361857,-105.0,351604.0
18,257,6,1,31.349388,-105.0,348920.0
19,258,6,1,30.338323,-105.0,323108.0
20,259,6,1,30.709629,-105.0,590480.0
21,260,6,1,45.044408,-105.0,654896.0
22,261,6,1,44.036006,-105.0,569008.0
23,262,6,1,43.025282,-105.0,641476.0
24,263,6,1,42.016037,-105.0,789096.0
25,264,6,1,41.00717900000001,-105.0,703208.0
26,265,6,1,39.994636,-105.0,700524.0
27,266,6,1,38.98635,-105.0,327134.0
28,267,6,1,37.971988,-105.0,487146.0
29,268,6,1,50.227755,-105.0,633424.0
30,269,6,1,49.215389,-105.0,603900.0
31,270,6,1,48.20385,-105.0,582428.0
32,271,6,1,47.19439600000001,-105.0,450912.0
33,272,6,1,46.184627000000006,-105.0,421388.0
34,273,6,1,45.175226,-105.0,467016.0
35,274,6,1,45.949771999999996,-105.0,593164.0
36,275,6,1,55.160901,-105.0,410652.0
37,276,6,1,54.14773399999999,-105.0,539170.0
38,277,6,1,53.135313000000004,-105.0,326106.0
39,278,6,1,52.12441199999999,-105.0,660264.0
40,279,6,1,51.116162,-105.0,673684.0
41,280,6,1,60.860975,-105.0,695156.0
42,281,6,1,59.846357999999995,-105.0,574376.0
43,282,6,1,58.83820600000001,-105.0,505934.0
44,283,6,1,57.82731,-105.0,736758.0
45,284,6,1,56.815107999999995,-105.0,687104.0
46,285,6,1,63.03444400000001,-105.0,383498.0
47,286,6,1,62.023079,-105.0,807884.0
